image_file_name,pmcid,question,choices,answer_text,answer,tag
JPBS-14-1033-g013.jpg,PMC9469215,What prostheses are visible in this image?,"[A] Dentures and forefinger prostheses
[B] Dentures only
[C] Hand prostheses
[D] Forefinger prostheses only
[E] No prostheses available",Dentures and forefinger prostheses,A,Trunk & Extremities
JPBS-14-1033-g013.jpg,PMC9469215,What is the finger alignment when the palms are opposed?,"[A] Thumbs meet at the tips but the remaining fingers are splayed apart
[B] Persistent 3–4 mm gap at the ring-finger pair, more evident toward the right
[C] Little fingers fail to touch, leaving a 1–2 cm ulnar gap despite opposed palms
[D] Left index and middle fingers override their right counterparts (scissoring), with poor alignment
[E] Symmetric apposition of corresponding digits from index to little finger, with no visible gaps","Symmetric apposition of corresponding digits from index to little finger, with no visible gaps",E,Trunk & Extremities
ijspt_2022_17_6_36964_94719.jpg,PMC9528696,Which muscle group is being targeted by the therapy and electrode placement?,"[A] Hip flexors (iliopsoas/rectus femoris)
[B] Hip abductors (gluteus medius/minimus, TFL/IT band)
[C] Knee extensors (quadriceps group)
[D] Medial thigh adductors",Knee extensors (quadriceps group),C,Trunk & Extremities
ijspt_2022_17_6_36964_94719.jpg,PMC9528696,Where is the electrode placed on the leg?,"[A] Directly on the patella
[B] Distal anteromedial thigh over the vastus medialis obliquus near the medial patellar border
[C] Proximal posterior thigh (hamstrings)
[D] Mid-anterior thigh centered over rectus femoris",Distal anteromedial thigh over the vastus medialis obliquus near the medial patellar border,B,Trunk & Extremities
JIPS-15-390-g002.jpg,PMC4762345,What is the most likely clinical reason for measuring this opening?,"[A] To choose the correct tracheostomy tube or Montgomery cannula size for airway support
[B] To assess patency of a tracheoesophageal puncture and select a voice prosthesis
[C] To evaluate for stomal stenosis and to size devices such as an HME or tracheal button
[D] To plan stomaplasty for a large stoma by documenting peristomal tissue redundancy",To evaluate for stomal stenosis and to size devices such as an HME or tracheal button,C,Head & Neck
JIPS-15-390-g002.jpg,PMC4762345,Which anatomic site/procedure is shown?,"[A] Permanent tracheostoma on the anterior neck after total laryngectomy
[B] Mature tracheostomy stoma following prolonged mechanical ventilation (no laryngectomy)
[C] Pharyngocutaneous fistula opening in the lower cervical region after laryngeal surgery
[D] Percutaneous endoscopic gastrostomy (PEG) stoma on the upper abdomen
[E] Colostomy stoma in the right lower quadrant",Permanent tracheostoma on the anterior neck after total laryngectomy,A,Head & Neck
10.1177_2192568220947744-fig6.jpg,PMC8258829,Performing the maneuver shown while keeping the knee extended tests for pain in which structure?,"[A] Achilles tendon
[B] Patellofemoral articulation
[C] Contralateral sacroiliac joint
[D] Ipsilateral sacroiliac joint
[E] Ankle mortise",Ipsilateral sacroiliac joint,D,Trunk & Extremities
10.1177_2192568220947744-fig6.jpg,PMC8258829,"From subfigure A to subfigure B, what change occurs on the affected side?","[A] The heel is forcefully dropped to the floor while the knee remains extended
[B] The foot turns inward into inversion as weight transfers
[C] The ankle moves into greater plantarflexion with the toes pointed downward
[D] The heel contacts the floor as the knee flexes slightly into a mini-squat
[E] The toes dorsiflex further during heel contact",The heel is forcefully dropped to the floor while the knee remains extended,A,Trunk & Extremities
aoj-08-23-f2.jpg,PMC10929313,What cervical spine alignment is shown by the head position?,"[A] Mild hyperextension, head tilted up with eyes forward
[B] Forward-head posture (upper cervical extension with lower cervical flexion)
[C] Neutral, gaze toward the floor beneath the head
[D] Marked flexion, chin approximating chest
[E] Cervical rotation to the left with slight side-bending","Neutral, gaze toward the floor beneath the head",C,Head & Neck
aoj-08-23-f2.jpg,PMC10929313,What is the effect of gripping small balls instead of placing palms flat during this movement?,"[A] Elevates the hands, shifting load away from the trunk and onto the knees
[B] Increases friction and contact area, making the task easier to balance
[C] Provides tactile feedback that reduces sway without changing base of support
[D] Primarily adds resistance for the elbow flexors through increased gripping
[E] Decreases base of support and increases stabilization demand",Decreases base of support and increases stabilization demand,E,Trunk & Extremities
TJO-10-259-g002.jpg,PMC7787085,Which diagnosis best explains the findings in the affected eye?,"[A] Hypermature cataract
[B] Microphthalmos with corneal leukoma
[C] Absolute (end‑stage) glaucoma with corneal edema
[D] Phthisis bulbi",Phthisis bulbi,D,Eyes
TJO-10-259-g002.jpg,PMC7787085,The abnormal reflection of light from the pupil is most consistent with which intraocular finding?,"[A] Corneal arcus producing a peripheral gray ring
[B] Hypopyon layering inferiorly within the anterior chamber
[C] Rhegmatogenous retinal detachment with a macular fold at the posterior pole
[D] Posteriorly dislocated crystalline lens floating in the vitreous cavity",Posteriorly dislocated crystalline lens floating in the vitreous cavity,D,Eyes
CCID-15-1969-g0002.jpg,PMC9509013,Which landmarks define the horizontal measurement labeled X?,"[A] Medial canthus to medial canthus
[B] Right medial canthus to ipsilateral cheek apex
[C] Lateral canthus to lateral canthus
[D] Alare to alare (nasal base width)
[E] Pupil center to pupil center",Medial canthus to medial canthus,A,Head & Neck
CCID-15-1969-g0002.jpg,PMC9509013,"On the right, which vertical distance is labeled a?","[A] Margin of the right lower eyelid to the nasal base
[B] Upper edge of the right eyebrow to the margin of the right lower eyelid
[C] Upper edge of the right eyebrow to the margin of the right upper eyelid
[D] Upper edge of the left eyebrow to the margin of the left lower eyelid",Upper edge of the right eyebrow to the margin of the right lower eyelid,B,Head & Neck
ijcpd-12-165-g013.jpg,PMC6811945,Which skeletal region is primarily underdeveloped?,"[A] Isolated nasal bones and septal cartilage
[B] Occipital squama and nuchal crest
[C] Fronto-orbital (frontal bone) complex
[D] Mandibular body and angle (retrognathia)
[E] Maxilla and zygomatic (malar) complex",Maxilla and zygomatic (malar) complex,E,Mouth & Jaws
ijcpd-12-165-g013.jpg,PMC6811945,Which jaw relationship is most likely present?,"[A] Bimaxillary protrusion
[B] Neutral skeletal profile
[C] True mandibular prognathism with normal maxillary position
[D] Mandibular retrusion with a convex profile
[E] Apparent mandibular prognathism secondary to maxillary retrusion (pseudo-Class III)",Apparent mandibular prognathism secondary to maxillary retrusion (pseudo-Class III),E,Mouth & Jaws
gox-7-e1982-g003.jpg,PMC6382221,What is the ear lobule morphology?,"[A] Free, pendulous lobule with a clear lobulofacial sulcus
[B] Lobule with post-piercing keloid hypertrophy
[C] Mildly attached lobule with shallow sulcus blending into the cheek
[D] Partially split lobule from earring traction (incomplete cleft)",Mildly attached lobule with shallow sulcus blending into the cheek,C,Head & Neck
gox-7-e1982-g003.jpg,PMC6382221,Which part of the ear shows the most prominent abnormality?,"[A] Antihelix
[B] No prominent ear abnormality
[C] Scapha
[D] Helix
[E] Crus of helix",No prominent ear abnormality,B,Head & Neck
ijspt_2024_19_8_120900_235380.jpg,PMC11297479,Which joint is most at risk for hyperextension?,"[A] Right tibiofemoral (knee) joint
[B] Right radiocarpal (wrist) joint
[C] Right glenohumeral (shoulder) joint
[D] Right humeroulnar (elbow) joint
[E] Left talocrural (ankle) joint",Right radiocarpal (wrist) joint,B,Trunk & Extremities
ijspt_2024_19_8_120900_235380.jpg,PMC11297479,Which mechanism of upper-extremity injury is depicted?,"[A] Fall onto an outstretched hand with the wrist extended (FOOSH)
[B] Ground-level fall with no significant upper-extremity impact
[C] Forward fall with direct impact onto a flexed elbow
[D] Fall onto an outstretched hand with the wrist flexed (palmar-flexion FOOSH)
[E] Axial load through the shoulder from collapse out of a handstand/cartwheel",Fall onto an outstretched hand with the wrist extended (FOOSH),A,Trunk & Extremities
JOCD-20-506-g001.jpg,PMC7891349,Which foot region is indicated by the green circles?,"[A] Lateral forefoot at the fifth metatarsal head
[B] Plantar pulp inferior to the 5th toe (little toe)
[C] Plantar pad/ball beneath the great toe (first metatarsal head)
[D] Medial arch at the navicular tuberosity just distal to the medial malleolus
[E] Plantar pad beneath the second toe (second metatarsal head)",Plantar pulp inferior to the 5th toe (little toe),B,Trunk & Extremities
JOCD-20-506-g001.jpg,PMC7891349,What finding is marked on the foot?,"[A] Onychomycosis
[B] No abnormality in the marked area
[C] Plantar wart
[D] Blister
[E] Tinea pedis",Plantar wart,C,Trunk & Extremities
10.1177_2325967117700599-fig5.jpg,PMC5400136,"In subfigure B, how is weight distributed between the legs?","[A] Mild left‑biased weightbearing (~60:40 left:right)
[B] Apparent midline centering with subtle trunk lean left increasing left‑leg load
[C] Symmetrical weightbearing
[D] Mild right‑biased weightbearing (~60:40 right:left)",Symmetrical weightbearing,C,Trunk & Extremities
10.1177_2325967117700599-fig5.jpg,PMC5400136,"In subfigure A, which side bears more weight during the squat?","[A] Athlete's left leg (viewer's right)
[B] No discernible asymmetry (apparent trunk lean only)
[C] Athlete's right leg (viewer's left)
[D] Greater load on the operative limb (athlete's right)
[E] Evenly distributed between both legs",Athlete's left leg (viewer's right),A,Trunk & Extremities
ijspt_2023_18_1_67988_135347.jpg,PMC9897012,What posture is the runner demonstrating at the cone?,"[A] Split-stance lunge at the cone with the front knee advanced and rear heel lifted, torso vertical
[B] Tall lateral shuffle posture with upright trunk, hips extended, hands away from the cone
[C] Paused standing ready position with feet parallel under hips and arms at sides
[D] Low athletic crouch with hips and knees flexed, trunk hinged forward, hand reaching to tag the cone
[E] Mid-turn upright sprint stance with nearly straight knees, hand swinging past the cone without tagging","Low athletic crouch with hips and knees flexed, trunk hinged forward, hand reaching to tag the cone",D,Trunk & Extremities
ijspt_2023_18_1_67988_135347.jpg,PMC9897012,Which equipment marks the change-of-direction points?,"[A] White floor tape X marks
[B] Blue cones by the wall
[C] Orange cones
[D] Red cones",Orange cones,C,Other
JPBS-7-282-g007.jpg,PMC4439693,Which statement best describes the gingiva around the restorations?,"[A] Healthy, coral-pink, stippled gingiva with no marginal inflammation
[B] Mild marginal erythema along the crown margins with preserved papillary height and no obvious recession
[C] Early (approximately 1–2 mm) gingival recession on the maxillary anterior teeth with CEJ/root exposure
[D] Cratered, ulcerated interdental papillae consistent with necrotizing gingivitis",Mild marginal erythema along the crown margins with preserved papillary height and no obvious recession,B,Mouth & Jaws
JPBS-7-282-g007.jpg,PMC4439693,What is the most likely explanation for the finding on the maxillary right lateral incisor?,"[A] Cervical external resorption defect with surface staining
[B] Screw access channel of a screw-retained implant crown
[C] Composite attachment used for clear aligner therapy
[D] Labial exposure of a metal coping from a porcelain-fused-to-metal crown
[E] Residual bracket base from previous orthodontic treatment",Screw access channel of a screw-retained implant crown,B,Mouth & Jaws
10.1177_11779322241231108-fig7.jpg,PMC11097739,Which colored dot marks the knee joint center?,"[A] White dot near the hip on the proximal thigh
[B] Blue ring at the knee joint
[C] White dot near the ankle on the distal shank
[D] Blue circle on the face/head",Blue ring at the knee joint,B,Trunk & Extremities
10.1177_11779322241231108-fig7.jpg,PMC11097739,Which limb segment is indicated by the green vector 'a'?,"[A] Mechanical axis of the lower limb (hip to ankle)
[B] Thigh segment (hip to knee)
[C] Shank/lower leg segment (knee to ankle)
[D] Pelvis segment (ASIS to hip joint)",Thigh segment (hip to knee),B,Trunk & Extremities
